,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,cost
1594,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1595,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1596,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1597,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1598,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1599,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1600,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1601,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1602,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1603,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1604,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1605,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1606,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1607,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1608,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1609,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1610,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1611,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
1612,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1613,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
1614,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1615,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
1616,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1617,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
1618,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1619,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1620,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1621,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1622,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1623,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1624,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1625,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
1626,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1627,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1628,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1629,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1630,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1631,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
1632,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1633,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1634,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1635,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1636,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1637,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1638,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1639,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1640,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1641,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1642,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1643,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1644,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1645,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1646,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1647,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1648,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1649,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1650,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
1651,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
1652,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1653,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1654,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1655,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1656,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1657,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1658,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1659,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1660,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1661,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1662,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1663,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1664,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1665,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1666,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1667,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1668,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1669,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1670,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1671,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1672,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1673,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
1674,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1675,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1676,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1677,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1678,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1679,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1680,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1681,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1682,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1683,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1684,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1685,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1686,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1687,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1688,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1689,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
1690,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1691,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1692,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1693,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1694,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1695,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1696,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1697,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1698,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1699,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1700,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
1701,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
1702,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1703,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1704,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1705,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1706,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1707,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1708,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1709,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1710,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1711,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1712,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1713,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1714,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1715,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1716,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1717,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1718,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1719,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1720,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1721,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1722,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1723,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1724,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1725,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1726,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1727,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1728,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1729,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
1730,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1731,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1732,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1733,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1734,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
1735,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1736,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1737,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1738,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1739,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1740,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1741,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1742,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1743,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1744,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1745,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1746,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1747,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1748,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
1749,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1750,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1751,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1752,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1753,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
1754,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1755,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1756,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1757,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1758,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1759,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1760,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1761,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1762,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1763,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1764,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1765,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1766,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
1767,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1768,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
1769,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1770,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1771,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1772,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1773,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1774,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1775,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1776,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
1777,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1778,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
1779,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1780,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1781,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1782,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1783,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1784,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1785,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1786,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
1787,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1788,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1789,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1790,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1791,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1792,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1793,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1794,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1795,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1796,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1797,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1798,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
1799,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1800,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1801,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1802,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1803,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1804,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1805,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1806,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1807,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1808,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1809,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1810,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1811,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
1812,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1813,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1814,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1815,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1816,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
1817,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
1818,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1819,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1820,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1821,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1822,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1823,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1824,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1825,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1826,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1827,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1828,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1829,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1830,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1831,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
1832,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1833,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1834,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
1835,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1836,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1837,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1838,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1839,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1840,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
1841,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1842,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1843,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1844,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1845,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1846,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1847,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1848,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1849,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1850,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1851,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1852,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1853,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1854,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1855,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1856,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1857,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1858,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1859,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1860,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1861,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
1862,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1863,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1864,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1865,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1866,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1867,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1868,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1869,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1870,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1871,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1872,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1873,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1874,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1875,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1876,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1877,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1878,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1879,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1880,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1881,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1882,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1883,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1884,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1885,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1886,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1887,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1888,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
1889,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1890,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1891,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
1892,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1893,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1894,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1895,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1896,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1897,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1898,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1899,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1900,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1901,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1902,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1903,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1904,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1905,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1906,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1907,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1908,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
