,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,cost
1521,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1522,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1523,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1524,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
1525,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1526,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58787
1527,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1528,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
1529,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1530,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1531,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1532,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1533,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1534,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1535,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1536,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1537,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1538,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
1539,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1540,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
1541,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1542,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1543,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1544,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1545,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1546,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1547,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
1548,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1549,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1550,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1551,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1552,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1553,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1554,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1555,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1556,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
1557,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1558,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
1559,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1560,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1561,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1562,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1563,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1564,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1565,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1566,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1567,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1568,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1569,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1570,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1571,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1572,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1573,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1574,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1575,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
1576,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
1577,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1578,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
1579,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1580,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1581,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
1582,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1583,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
1584,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1585,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32539
1586,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1587,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1588,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1589,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1590,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
1591,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1592,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1593,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1594,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21051
1595,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1596,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1597,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1598,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1599,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
1600,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1601,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1602,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1603,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
1604,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1605,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32539
1606,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1607,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
1608,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1609,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1610,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1611,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1612,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
1613,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1614,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
1615,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
1616,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1617,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
1618,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14991
1619,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1620,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1621,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21051
1622,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1623,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1624,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1625,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1626,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
1627,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1628,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1629,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
1630,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1631,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1632,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
1633,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1634,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
1635,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1636,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,53927
1637,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21051
1638,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
1639,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1640,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1641,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
1642,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1643,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1644,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1645,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24831
1646,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1647,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1648,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
1649,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
1650,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1651,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1652,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1653,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1654,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1655,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1656,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1657,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1658,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1659,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1660,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53927
1661,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
1662,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
1663,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1664,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
1665,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
1666,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1667,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
1668,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
1669,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1670,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
1671,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1672,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
1673,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1674,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1675,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
1676,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1677,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1678,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
1679,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1680,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1681,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
1682,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1683,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
1684,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1685,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
1686,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1687,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1688,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1689,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1690,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
1691,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1692,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1693,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1694,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1695,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
1696,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1697,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1698,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,32539
1699,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
1700,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1701,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1702,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1703,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1704,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1705,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
1706,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1707,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1708,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
1709,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1710,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1711,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1712,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1713,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1714,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1715,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14991
1716,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1717,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1718,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1719,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
1720,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14991
1721,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1722,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53927
1723,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1724,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1725,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1726,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1727,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
1728,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1729,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1730,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1731,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1732,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
1733,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
1734,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
1735,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
1736,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
1737,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1738,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1739,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1740,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
1741,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1742,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1743,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
1744,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1745,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1746,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
1747,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1748,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1749,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21051
1750,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1751,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1752,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
1753,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
1754,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1755,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35419
1756,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
1757,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1758,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1759,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
1760,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1761,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1762,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1763,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1764,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1765,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1766,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1767,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
1768,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1769,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1770,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1771,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
1772,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1773,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1774,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1775,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
1776,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1777,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1778,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
1779,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1780,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
1781,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
1782,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
1783,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
1784,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13911
1785,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
1786,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1787,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1788,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
1789,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1790,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1791,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1792,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1793,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
1794,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1795,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1796,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1797,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53927
1798,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1799,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1800,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1801,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1802,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1803,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
1804,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
1805,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1806,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1807,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1808,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,24831
1809,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1810,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1811,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1812,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1813,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1814,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1815,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1816,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1817,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1818,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
1819,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1820,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1821,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
