,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,timespan_6,cost
1102,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
1103,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
1104,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66599
1105,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
1106,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
1107,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
1108,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
1109,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
1110,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
1111,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1112,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1113,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1114,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
1115,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46798
1116,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1117,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1118,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
1119,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
1120,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1121,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29154
1122,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
1123,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1124,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1125,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1126,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
1127,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
1128,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,74701
1129,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,68951
1130,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
1131,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72599
1132,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1133,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1134,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1135,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
1136,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
1137,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34404
1138,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
1139,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1140,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
1141,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
1142,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
1143,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
1144,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46798
1145,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,81451
1146,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72599
1147,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,66599
1148,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46798
1149,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1150,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
1151,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
1152,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1153,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,41573
1154,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,34404
1155,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1156,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
1157,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
1158,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
1159,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46798
1160,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
1161,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22766
1162,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1163,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
1164,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41573
1165,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
1166,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1167,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
1168,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43048
1169,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20766
1170,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,81451
1171,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1172,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,68951
1173,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,22766
1174,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1175,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1176,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1177,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
1178,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
1179,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
1180,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1181,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
1182,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1183,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
1184,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1185,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
1186,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
1187,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
1188,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31654
1189,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1190,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1191,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
1192,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74701
1193,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
1194,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
1195,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,74701
1196,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
1197,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
1198,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,68951
1199,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1200,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
1201,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46798
1202,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1203,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1204,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
1205,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
1206,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
1207,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1208,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
1209,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81451
1210,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61599
1211,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
1212,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
1213,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1214,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
1215,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
1216,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1217,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1218,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
1219,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1220,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1221,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
1222,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,46798
1223,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
1224,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20766
1225,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1226,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1227,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
1228,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
1229,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
1230,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
1231,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,34404
1232,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1233,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1234,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
1235,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,81451
1236,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,19266
1237,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1238,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66599
1239,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
1240,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
1241,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1242,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
1243,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
1244,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81451
1245,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
1246,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
1247,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
1248,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
1249,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1250,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
1251,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1252,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49073
1253,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29154
1254,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,61599
1255,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1256,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
1257,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61599
1258,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,49073
1259,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1260,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,81451
1261,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
1262,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
1263,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1264,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1265,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
1266,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22766
1267,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1268,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
1269,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
1270,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
1271,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1272,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
1273,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
1274,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1275,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
1276,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1277,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1278,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
1279,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
1280,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
1281,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
1282,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
1283,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1284,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
1285,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1286,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
1287,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1288,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,34404
1289,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1290,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22766
1291,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1292,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1293,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
1294,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
1295,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
1296,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
1297,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,74701
1298,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
1299,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
1300,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
1301,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1302,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
1303,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1304,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
1305,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
1306,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
1307,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1308,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29154
1309,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1310,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1311,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
1312,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,22766
1313,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
1314,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
1315,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1316,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1317,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31654
1318,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1319,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31654
1320,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
1321,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1322,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
1323,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1324,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1325,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74701
1326,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1327,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1328,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1329,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
1330,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
1331,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1332,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
1333,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
1334,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
1335,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41573
1336,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
1337,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
1338,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,66599
1339,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61599
1340,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31654
1341,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
1342,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1343,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,46798
1344,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29154
1345,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22766
1346,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,81451
1347,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1348,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1349,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,68951
1350,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1351,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
1352,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
1353,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
1354,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
1355,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1356,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,39798
1357,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
1358,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81451
1359,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,68951
1360,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1361,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,46798
1362,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1363,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
1364,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34404
1365,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
1366,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
1367,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1368,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
1369,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61599
1370,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1371,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66599
1372,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,72599
1373,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
1374,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
1375,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81451
1376,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1377,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1378,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
1379,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
1380,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
1381,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1382,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1383,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
1384,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1385,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
1386,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31654
1387,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
1388,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1389,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
